Id;Position1F1S1;Position2F1S1;Position3F1S1;Position4F1S1;Position5F1S1;Position6F1S1;Position7F1S1;Position8F1S1;Position9F1S1;Position10F1S1;Position11F1S1;LocationX1F1S1;LocationY1F1S1;LocationX2F1S1;LocationY2F1S1;LocationX3F1S1;LocationY3F1S1;LocationX4F1S1;LocationY4F1S1;LocationX5F1S1;LocationY5F1S1;LocationX6F1S1;LocationY6F1S1;LocationX7F1S1;LocationY7F1S1;LocationX8F1S1;LocationY8F1S1;LocationX9F1S1;LocationY9F1S1;LocationX10F1S1;LocationY10F1S1;LocationX11F1S1;LocationY11F1S1;Position1F2S1;Position2F2S1;Position3F2S1;Position4F2S1;Position5F2S1;Position6F2S1;Position7F2S1;Position8F2S1;Position9F2S1;Position10F2S1;Position11F2S1;LocationX1F2S1;LocationY1F2S1;LocationX2F2S1;LocationY2F2S1;LocationX3F2S1;LocationY3F2S1;LocationX4F2S1;LocationY4F2S1;LocationX5F2S1;LocationY5F2S1;LocationX6F2S1;LocationY6F2S1;LocationX7F2S1;LocationY7F2S1;LocationX8F2S1;LocationY8F2S1;LocationX9F2S1;LocationY9F2S1;LocationX10F2S1;LocationY10F2S1;LocationX11F2S1;LocationY11F2S1;Position1F3S1;Position2F3S1;Position3F3S1;Position4F3S1;Position5F3S1;Position6F3S1;Position7F3S1;Position8F3S1;Position9F3S1;Position10F3S1;Position11F3S1;LocationX1F3S1;LocationY1F3S1;LocationX2F3S1;LocationY2F3S1;LocationX3F3S1;LocationY3F3S1;LocationX4F3S1;LocationY4F3S1;LocationX5F3S1;LocationY5F3S1;LocationX6F3S1;LocationY6F3S1;LocationX7F3S1;LocationY7F3S1;LocationX8F3S1;LocationY8F3S1;LocationX9F3S1;LocationY9F3S1;LocationX10F3S1;LocationY10F3S1;LocationX11F3S1;LocationY11F3S1;AttackingStylesS1;BuildUpS1;AttackingAreaS1;PositioningS1;SupportRangeS1;NumbersInAttackS1;DefensiveStylesS1;ContainmentAreaS1;PressuringS1;DefensiveLineS1;CompactnessS1;NumbersInDefenseS1;FluidS1;AdvancedAtt1S1;AdvancedAtt2S1;AdvancedDef1S1;AdvancedDef2S1;FFS1;Value1S1;Value2S1;Value3S1;Value4S1;Value5S1;Position1F1S2;Position2F1S2;Position3F1S2;Position4F1S2;Position5F1S2;Position6F1S2;Position7F1S2;Position8F1S2;Position9F1S2;Position10F1S2;Position11F1S2;LocationX1F1S2;LocationY1F1S2;LocationX2F1S2;LocationY2F1S2;LocationX3F1S2;LocationY3F1S2;LocationX4F1S2;LocationY4F1S2;LocationX5F1S2;LocationY5F1S2;LocationX6F1S2;LocationY6F1S2;LocationX7F1S2;LocationY7F1S2;LocationX8F1S2;LocationY8F1S2;LocationX9F1S2;LocationY9F1S2;LocationX10F1S2;LocationY10F1S2;LocationX11F1S2;LocationY11F1S2;Position1F2S2;Position2F2S2;Position3F2S2;Position4F2S2;Position5F2S2;Position6F2S2;Position7F2S2;Position8F2S2;Position9F2S2;Position10F2S2;Position11F2S2;LocationX1F2S2;LocationY1F2S2;LocationX2F2S2;LocationY2F2S2;LocationX3F2S2;LocationY3F2S2;LocationX4F2S2;LocationY4F2S2;LocationX5F2S2;LocationY5F2S2;LocationX6F2S2;LocationY6F2S2;LocationX7F2S2;LocationY7F2S2;LocationX8F2S2;LocationY8F2S2;LocationX9F2S2;LocationY9F2S2;LocationX10F2S2;LocationY10F2S2;LocationX11F2S2;LocationY11F2S2;Position1F3S2;Position2F3S2;Position3F3S2;Position4F3S2;Position5F3S2;Position6F3S2;Position7F3S2;Position8F3S2;Position9F3S2;Position10F3S2;Position11F3S2;LocationX1F3S2;LocationY1F3S2;LocationX2F3S2;LocationY2F3S2;LocationX3F3S2;LocationY3F3S2;LocationX4F3S2;LocationY4F3S2;LocationX5F3S2;LocationY5F3S2;LocationX6F3S2;LocationY6F3S2;LocationX7F3S2;LocationY7F3S2;LocationX8F3S2;LocationY8F3S2;LocationX9F3S2;LocationY9F3S2;LocationX10F3S2;LocationY10F3S2;LocationX11F3S2;LocationY11F3S2;AttackingStylesS2;BuildUpS2;AttackingAreaS2;PositioningS2;SupportRangeS2;NumbersInAttackS2;DefensiveStylesS2;ContainmentAreaS2;PressuringS2;DefensiveLineS2;CompactnessS2;NumbersInDefenseS2;FluidS2;AdvancedAtt1S2;AdvancedAtt2S2;AdvancedDef1S2;AdvancedDef2S2;FFS2;Value1S2;Value2S2;Value3S2;Value4S2;Value5S2;Position1F1S3;Position2F1S3;Position3F1S3;Position4F1S3;Position5F1S3;Position6F1S3;Position7F1S3;Position8F1S3;Position9F1S3;Position10F1S3;Position11F1S3;LocationX1F1S3;LocationY1F1S3;LocationX2F1S3;LocationY2F1S3;LocationX3F1S3;LocationY3F1S3;LocationX4F1S3;LocationY4F1S3;LocationX5F1S3;LocationY5F1S3;LocationX6F1S3;LocationY6F1S3;LocationX7F1S3;LocationY7F1S3;LocationX8F1S3;LocationY8F1S3;LocationX9F1S3;LocationY9F1S3;LocationX10F1S3;LocationY10F1S3;LocationX11F1S3;LocationY11F1S3;Position1F2S3;Position2F2S3;Position3F2S3;Position4F2S3;Position5F2S3;Position6F2S3;Position7F2S3;Position8F2S3;Position9F2S3;Position10F2S3;Position11F2S3;LocationX1F2S3;LocationY1F2S3;LocationX2F2S3;LocationY2F2S3;LocationX3F2S3;LocationY3F2S3;LocationX4F2S3;LocationY4F2S3;LocationX5F2S3;LocationY5F2S3;LocationX6F2S3;LocationY6F2S3;LocationX7F2S3;LocationY7F2S3;LocationX8F2S3;LocationY8F2S3;LocationX9F2S3;LocationY9F2S3;LocationX10F2S3;LocationY10F2S3;LocationX11F2S3;LocationY11F2S3;Position1F3S3;Position2F3S3;Position3F3S3;Position4F3S3;Position5F3S3;Position6F3S3;Position7F3S3;Position8F3S3;Position9F3S3;Position10F3S3;Position11F3S3;LocationX1F3S3;LocationY1F3S3;LocationX2F3S3;LocationY2F3S3;LocationX3F3S3;LocationY3F3S3;LocationX4F3S3;LocationY4F3S3;LocationX5F3S3;LocationY5F3S3;LocationX6F3S3;LocationY6F3S3;LocationX7F3S3;LocationY7F3S3;LocationX8F3S3;LocationY8F3S3;LocationX9F3S3;LocationY9F3S3;LocationX10F3S3;LocationY10F3S3;LocationX11F3S3;LocationY11F3S3;AttackingStylesS3;BuildUpS3;AttackingAreaS3;PositioningS3;SupportRangeS3;NumbersInAttackS3;DefensiveStylesS3;ContainmentAreaS3;PressuringS3;DefensiveLineS3;CompactnessS3;NumbersInDefenseS3;FluidS3;AdvancedAtt1S3;AdvancedAtt2S3;AdvancedDef1S3;AdvancedDef2S3;FFS3;Value1S3;Value2S3;Value3S3;Value4S3;Value5S3;IndexPlayer1;IndexPlayer2;IndexPlayer3;IndexPlayer4;IndexPlayer5;IndexPlayer6;IndexPlayer7;IndexPlayer8;IndexPlayer9;IndexPlayer10;IndexPlayer11;IndexPlayer12;IndexPlayer13;IndexPlayer14;IndexPlayer15;IndexPlayer16;IndexPlayer17;IndexPlayer18;IndexPlayer19;IndexPlayer20;IndexPlayer21;IndexPlayer22;IndexPlayer23;IndexPlayer24;IndexPlayer25;IndexPlayer26;IndexPlayer27;IndexPlayer28;IndexPlayer29;IndexPlayer30;IndexPlayer31;IndexPlayer32;IndexPlayer33;IndexPlayer34;IndexPlayer35;IndexPlayer36;IndexPlayer37;IndexPlayer38;IndexPlayer39;IndexPlayer40;Captain;ShortFK;LongFK;RightCorner;LeftCorner;Penalty;SecondKicker;Header1;Header2;Header3;AutoSubstitutions;OffsideTrap;SwitchTactics;AutoChangeAttDef;Value1;Value2;Zeros
2092;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;36;91;36;13;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;34;63;34;41;42;92;42;11;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;36;88;36;16;43;52;0;0;0;1;7;2;1;1;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;4;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;22;76;22;27;32;90;32;14;43;52;0;1;1;3;2;4;4;4;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;22;76;22;27;32;90;32;14;43;52;0;1;1;1;3;2;4;4;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;0;0;0;1;4;2;1;1;0;9;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;36;91;36;13;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;34;63;34;41;42;92;42;11;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;36;88;36;16;43;52;0;0;0;1;7;2;1;1;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;4;3;7;6;9;11;10;16;18;21;1;2;5;8;15;12;13;14;17;19;20;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;6;9;9;9;9;9;7;255;255;255;0;0;0;0;0;0;0
2126;0;1;1;3;2;5;5;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;34;88;34;16;30;52;42;52;0;1;1;3;2;5;5;10;9;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;36;90;36;15;30;52;42;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;34;89;34;15;30;52;42;52;0;1;0;0;6;2;1;0;0;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;30;89;30;15;30;52;42;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;30;89;30;15;30;52;42;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;30;89;30;15;30;52;42;52;0;1;0;0;8;1;1;0;0;6;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;34;88;34;16;30;52;42;52;0;1;1;3;2;5;5;10;9;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;36;90;36;15;30;52;42;52;0;1;1;3;2;4;4;7;6;8;12;3;52;10;63;10;41;12;89;12;15;22;68;22;36;34;89;34;15;30;52;42;52;0;1;0;0;6;2;1;0;0;5;5;2;0;0;0;0;0;0;0;0;0;0;0;1;6;5;10;8;12;11;19;16;14;13;0;3;4;7;9;15;17;24;18;20;22;23;2;21;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;14;6;10;10;10;19;19;255;255;255;0;0;0;0;0;0;0
2178;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;42;85;42;19;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;42;85;42;19;43;52;0;1;1;3;2;4;4;4;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;73;23;30;34;89;34;14;43;52;0;0;0;0;6;3;0;1;1;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;26;32;94;32;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;26;32;94;32;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;26;32;94;32;10;43;52;0;0;0;0;4;2;0;1;1;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;42;85;42;19;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;42;85;42;19;43;52;0;1;1;3;2;4;4;4;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;23;73;23;30;34;89;34;14;43;52;0;0;0;0;6;3;0;1;1;6;2;2;0;0;0;0;0;0;0;0;0;0;0;1;5;3;8;7;9;11;10;15;13;17;0;2;4;6;14;12;16;19;18;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;7;9;9;9;9;17;7;255;255;255;0;0;0;0;0;0;0
2185;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;18;52;28;67;28;37;38;88;38;15;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;11;64;11;40;13;88;13;16;18;52;28;67;28;37;38;88;38;15;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;18;52;28;67;28;37;38;88;38;15;43;52;0;0;0;0;6;3;1;0;1;5;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;19;52;26;67;26;37;38;88;38;16;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;19;52;26;67;26;37;38;88;38;16;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;19;52;26;67;26;37;38;88;38;16;43;52;1;0;0;0;5;2;1;0;1;7;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;18;52;28;67;28;37;38;88;38;15;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;11;64;11;40;13;88;13;16;18;52;28;67;28;37;38;88;38;15;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;11;64;11;40;13;88;13;16;18;52;28;67;28;37;38;88;38;15;43;52;0;0;0;0;6;3;1;0;1;5;6;2;0;0;0;0;0;0;0;0;0;0;0;0;5;3;11;7;13;14;15;16;19;22;1;4;6;9;8;10;12;17;20;21;24;23;2;18;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;22;7;7;7;7;7;22;255;255;255;0;0;0;0;0;0;0
2187;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;36;32;52;42;85;42;19;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;22;67;22;36;32;52;34;90;34;14;43;52;1;1;1;1;6;3;0;0;0;7;3;2;0;3;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;32;52;36;88;36;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;1;1;1;1;7;2;0;0;0;6;4;2;0;3;0;12;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;67;22;36;32;52;42;85;42;19;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;22;67;22;36;32;52;34;90;34;14;43;52;1;1;1;1;6;3;0;0;0;7;3;2;0;3;0;12;0;0;0;0;0;0;0;0;8;7;10;9;15;19;18;22;20;26;1;5;6;12;11;14;13;17;23;21;24;25;2;3;4;30;29;33;16;27;32;28;31;34;35;36;37;38;39;26;22;20;18;18;22;7;255;255;255;0;0;0;0;0;0;0
2188;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;8;8;12;12;3;52;11;64;11;40;13;88;13;16;21;68;21;36;34;80;34;23;42;67;42;37;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;21;69;21;34;30;88;30;15;42;64;42;40;0;1;0;0;3;2;1;0;1;5;6;2;0;5;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;8;12;3;52;11;64;11;40;13;88;13;16;21;68;21;36;31;88;31;16;31;52;43;52;0;1;1;3;2;4;4;7;6;11;12;3;52;11;64;11;40;13;88;13;16;21;68;21;36;31;88;31;16;35;52;43;52;0;1;1;3;2;4;4;7;6;8;12;3;52;11;64;11;40;13;88;13;16;21;68;21;36;31;88;31;16;31;52;43;52;0;1;0;0;2;2;1;0;1;4;8;2;0;5;0;11;0;0;0;0;0;0;0;0;1;1;3;2;5;5;7;6;12;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;43;66;43;38;0;1;1;3;2;5;5;8;8;12;12;3;52;11;64;11;40;13;88;13;16;21;68;21;36;34;80;34;23;42;67;42;37;0;1;1;3;2;4;4;7;6;12;12;3;52;10;63;10;41;12;89;12;15;21;69;21;34;30;88;30;15;42;64;42;40;0;1;0;0;3;2;1;0;1;5;6;2;0;5;0;11;0;0;0;0;0;0;0;0;5;3;10;8;13;14;16;7;24;25;2;4;6;9;26;21;11;15;20;17;19;22;1;27;12;18;23;28;29;30;31;32;33;34;35;36;37;38;39;5;14;14;14;14;14;10;255;255;255;0;0;0;0;0;0;0
2191;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;0;0;1;4;3;0;0;1;4;2;2;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;1;5;1;0;0;0;3;3;2;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;0;0;1;4;3;0;0;1;4;2;2;0;5;0;12;0;0;0;0;0;0;0;0;2;7;11;9;15;16;19;18;22;26;1;3;5;4;10;12;17;23;20;24;21;25;6;8;13;14;27;28;29;30;31;32;33;34;35;36;37;38;39;7;9;9;9;9;9;16;255;255;255;0;0;0;0;0;0;0
2192;0;1;1;1;3;2;4;4;7;6;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;86;34;18;43;52;0;1;1;1;3;2;5;5;10;9;12;3;52;10;52;10;73;10;31;15;89;15;15;23;64;23;40;35;87;35;17;43;52;0;1;1;1;3;2;4;4;7;6;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;86;34;18;43;52;0;0;1;0;8;2;1;1;1;2;6;2;0;7;0;12;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;7;6;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;86;34;18;43;52;0;1;1;1;3;2;4;4;10;9;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;35;85;35;19;43;52;0;1;1;1;3;2;4;4;7;6;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;86;34;18;43;52;0;0;1;0;9;2;1;1;1;1;7;3;0;7;0;12;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;7;6;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;86;34;18;43;52;0;1;1;1;3;2;5;5;10;9;12;3;52;10;52;10;73;10;31;15;89;15;15;23;64;23;40;35;87;35;17;43;52;0;1;1;1;3;2;4;4;7;6;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;86;34;18;43;52;0;0;1;0;8;2;1;1;1;2;6;2;0;7;0;12;0;0;0;0;0;0;0;0;5;4;7;25;9;16;14;17;20;23;2;6;8;10;11;12;13;15;18;22;19;24;1;3;21;26;27;28;29;30;31;32;33;34;35;36;37;38;39;7;9;9;9;9;9;7;255;255;255;0;0;0;0;0;0;0
2193;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;52;37;88;37;16;43;52;0;1;1;3;2;4;4;11;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;35;52;37;88;37;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;53;37;88;37;16;43;52;1;1;1;1;5;2;0;0;0;8;6;2;0;9;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;52;37;88;37;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;11;64;11;40;13;88;13;16;20;64;20;41;32;52;36;88;36;16;43;52;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;52;37;88;37;16;43;52;1;1;1;1;6;1;0;0;0;7;7;3;0;9;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;52;37;88;37;16;43;52;0;1;1;3;2;4;4;11;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;35;52;37;88;37;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;30;53;37;88;37;16;43;52;1;1;1;1;5;2;0;0;0;8;6;2;0;9;0;0;0;0;0;0;0;0;0;2;4;5;8;7;9;11;15;20;16;21;0;1;3;6;10;12;18;19;13;17;14;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;2;9;9;9;9;9;5;255;255;255;0;0;0;0;0;0;0
2195;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;70;26;32;42;85;42;19;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;28;68;28;34;42;85;42;19;43;52;0;1;1;3;2;4;4;4;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;23;72;23;30;42;85;42;19;43;52;0;0;0;0;4;2;0;0;0;6;8;2;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;70;26;32;42;85;42;19;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;32;70;32;34;42;85;42;19;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;71;26;32;42;85;42;19;43;52;0;0;0;0;3;1;0;0;0;5;4;3;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;26;70;26;32;42;85;42;19;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;28;68;28;34;42;85;42;19;43;52;0;1;1;3;2;4;4;4;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;23;72;23;30;42;85;42;19;43;52;0;0;0;0;4;2;0;0;0;6;8;2;0;5;0;12;0;0;0;0;0;0;0;1;4;5;9;7;11;20;16;25;23;26;0;2;3;8;12;18;17;22;14;13;24;27;6;10;15;21;19;28;29;30;31;32;33;34;35;36;37;38;39;20;9;9;9;9;9;5;255;255;255;0;0;0;0;0;0;0
2198;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;36;85;36;18;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;36;85;36;18;43;52;0;1;1;3;2;4;4;8;8;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;34;79;34;25;43;52;0;1;0;1;3;2;1;0;1;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;31;94;31;10;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;31;94;31;10;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;31;94;31;10;43;52;0;1;0;1;7;1;1;0;1;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;36;85;36;18;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;36;85;36;18;43;52;0;1;1;3;2;4;4;8;8;8;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;26;52;34;79;34;25;43;52;0;1;0;1;3;2;1;0;1;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;22;3;2;6;7;9;21;14;18;20;1;4;5;23;8;11;10;13;16;15;12;19;17;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;20;9;9;9;9;9;7;255;255;255;0;0;0;0;0;0;0
